,image_url,Brand,Manufacturer,Model,Model Year,Product Dimensions,Item model number,Ram Memory Installed Size,Operating System,Hardware Interface,Graphics Coprocessor,Resolution,Mounting Hardware,Number Of Items,Display Technology,Standing screen display size,Display Type,Supported Image Type,Screen Resolution,Audio Output Mode,Supported Audio Format,Speaker Surround Sound Channel Configuration,Power Source,Batteries Required,Refresh Rate,Connector Type,Mounting Type,Supports Bluetooth Technology,Country of Origin,Item Weight,product,rating,price,product_url,Batteries,Memory Storage Capacity,Viewing Angle,Image Aspect Ratio,Image Contrast Ratio,Audio Wattage,Batteries Included,Battery Cell Composition,Total Usb Ports,Remote Control Included?,Model Name,Tuner Technology,Special Features,Remote Control Description,Remote Control Type,Image Brightness,Voltage,Wattage,Maximum Operating Distance,Real Angle Of View,Media Format,Response Time,Includes Rechargable Battery,Compatible Devices,GSM frequencies,Processor Count,Aspect Ratio,Battery Power Rating,Digital Storage Capacity,Max Resolution,Package Dimensions,Battery Description,Battery Capacity,Audio Encoding,Audio Input,Imported By,Speakers Maximum Output Power,Speaker Connectivity
101,https://images-eu.ssl-images-amazon.com/images/I/41dvZHrAhTL._SX300_SY300_QL70_ML2_.jpg,NVY,Reach NVY PVT Ltd,32 SMART TV,2022,,32 SMART TV,1 GB,Android,"Ethernet, HDMI, USB 2.0",,1366768 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",1,LED,32 Inches,LED,,,Surround,"Mp3_audio, Wma",2,AC,No,60 Hz,"Wi-Fi, HDMI",Wall Mount,,India,5 kg,NVY 80 cm (32 inch) HD Ready Smart LED TV | NVA32SFR1 (Black) (2022 Model) with Android 9.0  ,4.4 out of 5 stars,"10,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A06313891JMLU6VY8N7AD&url=%2FNVY-32-TV-NVA32SFR1-Android%2Fdp%2FB09WDZNLN9%2Fref%3Dsr_1_85_sspa%3Fkeywords%3Dtv%26qid%3D1660812293%26sr%3D8-85-spons%26psc%3D1&qualifier=1660812293&id=2033530928066630&widgetName=sp_btf,,8 GB,178 Degrees,16:9,,20 Watts,,,2,Yes,NVA32SFR1,,,,IR,,240 Volts,48 Watts,7 Feet,,,8 Milliseconds,,,,,,,,,80 x 52 x 13 cm; 5 Kilograms,,,,,,,
102,https://images-eu.ssl-images-amazon.com/images/I/41Q5zqyjWPL._SY300_SX300_QL70_ML2_.jpg,Karbonn,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",KJW32SKHD,2021,72.2 x 8 x 42.5 cm; 4.4 Kilograms,KJW32SKHD,1 GB,Android,"USB, HDMI",Mali-G31MP2,1366x768 Pixels,"1 LED TV, 2 Table Stand Base, 1 Wall Mounting Set, 4 Screws, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",1,LED,32 Inches,A+,"GIF, JPEG",,,"Mp3_audio, Wma",Sorround,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,No,India,4 kg 400 g,Karbonn 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design  ,4.4 out of 5 stars,"8,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A03301052HG8ZJO86QMJ4&url=%2FKarbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less%2Fdp%2FB0B466C3G4%2Fref%3Dsr_1_86_sspa%3Fkeywords%3Dtv%26qid%3D1660812293%26sr%3D8-86-spons%26psc%3D1&qualifier=1660812293&id=2033530928066630&widgetName=sp_btf,2 AAA batteries required. (included),8 GB,178 Degrees,16:09,3000:1,20 Watts,Yes,Manganese,2,Yes,KJW32SKHD,NTSC,"Prime Video, Inbuilt App Store, SonyLiv, Youtube, Hotstar, Android 9 (GOS), In-built Apps Store, Screen Sharing, Remote with Hotkeys, Movie Box | Supported Apps : Netflix",Navigation Keys for Easy Access,IR,High brightness,110 Volts,60 Watts,9 Feet,178 Degrees,"AVI, MPEG",8 Milliseconds,No,Android,60 Hz,,,,,,,,,,,,,
103,https://images-eu.ssl-images-amazon.com/images/I/417CDbPCDWL._SY300_SX300_QL70_ML2_.jpg,AmazonBasics,"Veira Electronics Private Limited D-239, SEC-63, NOIDA (U.P.) 201305",AB32E10SS,2020,73.2 x 8.3 x 43.9 cm; 3.65 Kilograms,AB32E10SS,1 GB,FireOS,"USB, HDMI",Mali450 Quad core,1366x768 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Converting cable",1,LED,32 Inches,LED,JPEG,1366 x 768 pixels,Surround,"Dolby Audio and DTS TruSurround, WMA, MP3_audio",Surround Sound,AC,Yes,60 Hz,Wi-Fi,Wall Mount,Yes,India,3 kg 650 g,AmazonBasics 81 cm (32 inches) HD Ready Smart LED Fire TV AB32E10SS (Black)  ,4.0 out of 5 stars,"13,499",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A07230511XJVOGA7KXX4I&url=%2FAmazonBasics-80cm-inch-Smart-LED%2Fdp%2FB087JX4TT4%2Fref%3Dsr_1_81_sspa%3Fkeywords%3Dtv%26qid%3D1660812296%26sr%3D8-81-spons%26psc%3D1&qualifier=1660812296&id=8093922834385498&widgetName=sp_atf_next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,https://images-eu.ssl-images-amazon.com/images/I/41611VFTGwL._SY300_SX300_QL70_ML2_.jpg,Redmi,Redmi,L32M6-RA/L32M7-RA,2021,73 x 8.7 x 47.6 cm; 3.92 Kilograms,L32M6-RA/L32M7-RA,1 GB,Android,"AV Port, Ethernet, HDMI, Headphone, USB 2.0",Mali G31 MP2,1366 x 768 Pixels,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Remote Control, 4 screws",1,LED,32 Inches,A+,JPEG,1366 x 768 pixels,Stereo,"Dolby, DTS-HD, Mp3_audio",Dolby Audio | DTS Virtual: X | DTS-HD,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount,Yes,India,3 kg 920 g,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black)  ,4.2 out of 5 stars,"14,999",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A054367039CG9GF4P6B7C&url=%2FRedmi-inches-Ready-L32M6-RA-Android%2Fdp%2FB09F9YQQ7B%2Fref%3Dsr_1_82_sspa%3Fkeywords%3Dtv%26qid%3D1660812296%26sr%3D8-82-spons%26psc%3D1&qualifier=1660812296&id=8093922834385498&widgetName=sp_atf_next,2 AAA batteries required.,8 GB,178 Degrees,16:09,,20 Watts,No,,2,Yes,Redmi Smart TV 32,NTSC,PatchWall 4 with IMDb Integration | Kids Mode with Parental Lock | 90+ Free Live Channels | Netflix | Prime Video | Disney+ Hotstar and more | Android TV 11 | Google Assistant | Chromecast Built-in | Miracast,Remote with easy Access like Voice assistant | Ok Google | Quick Wake | Quick Mute | Quick Settings | Netflix and Prime Video buttons,Bluetooth,Ultra Bright Screen,240 Volts,50 Watts,8 Feet,178 Degrees,"AVI, MPEG",,,,,,,,,,,,,,,,,
105,https://images-eu.ssl-images-amazon.com/images/I/41R4Q1OFEvL._SY300_SX300_QL70_ML2_.jpg,Westinghouse,SPPL,WH32SP12,2021,44 x 73.5 x 11 cm; 4.5 Kilograms,WH32SP12,1 GB,Android,"USB, HDMI",Mali-450MP3,1366 x 768 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",1,LED,32 Inches,A+,JPEG,1366 x 768 pixels,,"Mp3_audio, Wma",Surround Sound,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",,Yes,India,4 kg 500 g,Westinghouse 80 cm (32 inches) HD Ready Smart Certified Android LED TV WH32SP12 (Black)  ,4.1 out of 5 stars,"10,999",https://amazon.in/Westinghouse-Inches-Certified-Android-WH32SP12/dp/B09FY4C5VZ/ref=sr_1_83?keywords=tv&qid=1660812296&sr=8-83,2 AAA batteries required. (included),,,16:09,5000:1,24 Watts,Yes,Lithium Ion,,Yes,WH32SP12,DVB-T,,"One Click Amazon Prime, Sony Liv & Youtube Video Button Remote | Google Assistant",,,,24 Watts,,,,8 Milliseconds,No,,,,,,,,,,,,,,,
106,https://images-eu.ssl-images-amazon.com/images/I/41-pB2KVt6L._SY300_SX300_QL70_ML2_.jpg,Westinghouse,SPPL,WH43SP99,2021,54 x 95.4 x 12 cm; 8 Kilograms,WH43SP99,1 GB,Android,"USB, HDMI",Mali-450MP3,1920 x 1080 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",1,LED,43 Inches,A+,JPEG,1920 x 1080 pixels,,"Mp3_audio, Wma",Surround Sound,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",,Yes,India,8 kg,Westinghouse 106 cm (43 inches) Full HD Smart Certified Android LED TV WH43SP99 (Black)  ,4.1 out of 5 stars,"17,999",https://amazon.in/Westinghouse-Inches-Certified-Android-WH43SP99/dp/B09FY5J2LM/ref=sr_1_84?keywords=tv&qid=1660812296&sr=8-84,2 AAA batteries required. (included),,,16:09,5000:1,30 Watts,Yes,Lithium Ion,,Yes,WH43SP99,DVB-T,,"One Click Amazon Prime, Sony Liv & Youtube Video Button Remote | Google Assistant",,,,30 Watts,,,,8 Milliseconds,No,,,,,,,,,,,,,,,
107,https://images-eu.ssl-images-amazon.com/images/I/51prU5hcQbL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony,KD-65X74K,2022,146.3 x 8.7 x 85.2 cm; 22.1 Kilograms,KD-65X74K,,Android,"Ethernet, Composite Video, Bluetooth 5",X1 4K Processor,3840 x 2160 Pixels,"1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",1,LED,65 Inches,4K HDR,"TIFF, JPEG",3840 x 2160 pixels,Two channel linear,"Mp3_audio, Wma",Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,Yes,India,22 kg 100 g,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black)  ,4.8 out of 5 stars,"86,990",https://amazon.in/Sony-Bravia-inches-Google-KD-65X74K/dp/B09WN3SRC7/ref=sr_1_85?keywords=tv&qid=1660812296&sr=8-85,2 AAA batteries required. (included),,178 Degrees,16:09,,20 Watts,Yes,Alkaline,2,Yes,KD-65X74K,DVB-T,Google TV | Watchlist | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | Additional Features: Apple Airplay | Apple Homekit | Alexa,One Click Google Assistant | Youtube | Netflix | Youtube Music | Prime Video,"IR, Bluetooth",High Brightness,240 Volts,180 Watts,5 Feet,178 Degrees,"AVI, MPEG",,No,"Android Phone, Home theatre, IPhone",60 Hz,,,,,,,,,,,,,
108,https://images-eu.ssl-images-amazon.com/images/I/41uyQ8un3uL._SY300_SX300_QL70_ML2_.jpg,VU,Vu,65LX,2021,8.4 x 145.4 x 86.4 cm; 17.7 Kilograms,65LX,2 GB,Android,"USB, HDMI",Multi Core Mali-470MP3,3840x2160 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control, 1 Power Cable, AAA battery x2no's",1,LED,65 Inches,A+,JPEG,3840 x 2160 pixels,Surround,"Mp3_audio, Wma",Cinema Grade JBL Speakers | DTS Virtual X Surround Sound Technologies,AC,Yes,60 Hz,Wi-Fi,Wall Mount,Yes,India,17 kg 700 g,Vu 164cm (65inches) Cinema TV Action Series 4K Ultra HD LED Smart Android TV 65LX (Black) (2021 Model) I With 100 watt Front Soundbar  ,4.4 out of 5 stars,"59,990",https://amazon.in/65inches-Cinema-Android-65LX-Soundbar/dp/B08MM6BYY1/ref=sr_1_86?keywords=tv&qid=1660812296&sr=8-86,2 AAA batteries required. (included),,,16:09,1000000:1,100 Watts,Yes,Alkaline,,Yes,Cinema,"DVB-T/ DVB-T2, PAL",Remote Control,Smart ActiVoice Remote with Voice search and Apps Hot keys,,,,100 Watts,,,,8 Milliseconds,,,,,,,,,,,,,,,100 Watts,"Micro USB, HDMI"
109,https://images-eu.ssl-images-amazon.com/images/I/41dj2hg9FKL._SY300_SX300_QL70_ML2_.jpg,TCL,Genus Electrotech Limited,32S65A,2021,72.1 x 18 x 47.4 cm; 3.5 Kilograms,32S65A,1 GB,Android,"USB, HDMI, Headphone",Mali4703 600MHz~800MHz,1366x768 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",1,LED,32 Inches,A+,"GIF, JPEG",1366 x 768 pixels,Stereo,"Mp3_audio, Wma",Dolby Atmos,AC,No,60 Hz,"Wi-Fi, USB, HDMI",Wall Mount & Table Mount,No,,3 kg 500 g,TCL 79.9 cm (32 inches) HD Ready Certified Android Smart LED TV 32S65A (Black)  ,4.3 out of 5 stars,"15,950",https://amazon.in/TCL-Inches-Certified-Android-32S65A/dp/B08PCXXMJ6/ref=sr_1_87?keywords=tv&qid=1660812296&sr=8-87,2 AAA batteries required.,8 GB,178 Degrees,16:09,3000:01,10 Watts,No,Lithium Ion,2,Yes,S65A Series,"NTSC, PAL, SECAM","Hands-Free Voice Control | 4K Android TV + HDR | AI-IN | T-cast | Bluetooth | Android R(11) | Supported Applications: TCL chanel, Netflix, Prime video, Hotstar, Zee5, Sun NXT, YouTube, Google playstore, Google services applications","Remote Comes with One Click Netflix Button, Amazon Prime Video, Zee5, TCL channel | Google Assistant for Easy access","IR, Bluetooth",280 nits,,10 Watts,12 Feet,178 Degrees,"AVI, MPEG",8 Milliseconds,No,,,,,,8 GB,,,,,,,,,
110,https://images-eu.ssl-images-amazon.com/images/I/513hfYP3I9L._SY300_SX300_QL70_ML2_.jpg,Sony,Sony India Private Limited,,2021,124.3 x 71.9 x 7.1 cm; 15.7 Kilograms,,,Android,"USB, HDMI",4K X Reality Pro,3840 x 2160 Pixels,"1 LED TV, 1 Warranty Card, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",1,4K UHD,55 Inches,LED,JPEG,3840 x 2160 pixels,,"Mp3_audio, Wma",X BALANCED SPEAKER | DOLBY ATMOS | CLEAR PHASE,AC,Yes,60 Hz,Wi-Fi,,Yes,,15 kg 700 g,Sony Bravia 139 cm (55 inches) 4K Ultra HD Smart LED Google TV KD-55X80AJ (Black) (2021 Model) | with Alexa Compatibility  ,4.7 out of 5 stars,"65,999",https://amazon.in/Sony-Bravia-inches-KD-55X80AJ-Compatibility/dp/B0918T1SDK/ref=sr_1_88?keywords=tv&qid=1660812296&sr=8-88,2 AAA batteries required. (included),,,16:09,,,Yes,Alkaline,,Yes,KD-55X80AJ,DVB-T/T2,,"Smart Remote with Netflix, Prime Video, Youtube, YT Music direct button |Ok Google",,,220 Volts (AC),196 Watts,,,,,No,,,,,,,,,,,,,,,
111,https://images-eu.ssl-images-amazon.com/images/I/515WLjVUdYL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony,KD-55X75K,2022,124.3 x 8.4 x 72.9 cm; 14.5 Kilograms,KD-55X75K,,Android,"Ethernet, Composite Video, Bluetooth 5",X1 4K Processor,3840 x 2160 Pixels,"1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",1,LED,55 Inches,4K HDR,"TIFF, JPEG",3840 x 2160 pixels,Two channel linear,"Mp3_audio, Wma",Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,Yes,India,14 kg 500 g,Sony Bravia 139 cm (55 inches) 4K Ultra HD Smart LED Google TV KD-55X75K (Black) (2022 Model) | with Alexa Compatibility  ,4.8 out of 5 stars,"68,390",https://amazon.in/Sony-Bravia-inches-KD-55X75K-Compatibility/dp/B09WN3GNGT/ref=sr_1_89?keywords=tv&qid=1660812296&sr=8-89,2 AAA batteries required. (included),,178 Degrees,16:09,,20 Watts,Yes,Alkaline,2,Yes,Bravia,DVB-T,Google TV | Watchlist | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | Additional Features: Apple Airplay | Apple Homekit | Alexa,"One Click Prime, Netflix, Youtube | Google Assistant | With Voice Assitant","IR, Bluetooth",High Brightness,240 Volts,142 Watts,4.5 Feet,178 Degrees,"AVI, MPEG",,No,"Android Phone, Home theatre, IPhone",60 Hz,,,,,,,,,,,,,
112,https://images-eu.ssl-images-amazon.com/images/I/51yrdDno6SL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony India Private Limited,,2021,97.1 x 57.5 x 7.7 cm; 7.8 Kilograms,,,Android,"Bluetooth, Composite Video, Headphone",4K X Reality Pro,3840x2160 Pixels,"1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",1,4K UHD,43 Inches,LED,JPEG,3840 x 2160 pixels,,"Mp3_audio, Wma",OPEN BAFFLE SPEAKER | DOLBY AUDIO| CLEAR PHASE,AC,Yes,60 Hz,Wi-Fi,Wall mount;table mount,Yes,India,7 kg 800 g,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart Android LED TV KD-43X74 (Black) (2021 Model) | with Alexa Compatibility  ,4.7 out of 5 stars,"43,990",https://amazon.in/Sony-Bravia-Android-KD-43X74-Compatibility/dp/B0918S668P/ref=sr_1_90?keywords=tv&qid=1660812296&sr=8-90,2 AAA batteries required. (included),,178 Degrees,16:09,,,Yes,Alkaline,,Yes,KD-43X74,DVB-T/T2,"4K HDR | 4K GAMING | X1 4K PROCESSOR | LIVE COLOR | ANDROID TV |DOLBY AUDIO | BLUETOOTH | Supported Apps : Netflix, Youtube, Prime Video, Hotstar, SonyLiv, Hungama, JioCinema, Zee5, Eros Now","Smart Remote with Netflix, Prime Video, Youtube, YT Music direct button |Ok Google",Bluetooth,,220 Volts (AC),96 Watts,3 Feet,,"MPEG, AVI, WMA, WAV",,No,,,,,,,,,,,,,,,
113,https://images-eu.ssl-images-amazon.com/images/I/41dvZHrAhTL._SX300_SY300_QL70_ML2_.jpg,NVY,Reach NVY PVT Ltd,32 SMART TV,2022,,32 SMART TV,1 GB,Android,"Ethernet, HDMI, USB 2.0",,1366768 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",1,LED,32 Inches,LED,,,Surround,"Mp3_audio, Wma",2,AC,No,60 Hz,"Wi-Fi, HDMI",Wall Mount,,India,5 kg,NVY 80 cm (32 inch) HD Ready Smart LED TV | NVA32SFR1 (Black) (2022 Model) with Android 9.0  ,4.4 out of 5 stars,"10,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A06313891JMLU6VY8N7AD&url=%2FNVY-32-TV-NVA32SFR1-Android%2Fdp%2FB09WDZNLN9%2Fref%3Dsr_1_91_sspa%3Fkeywords%3Dtv%26qid%3D1660812296%26sr%3D8-91-spons%26psc%3D1&qualifier=1660812296&id=8093922834385498&widgetName=sp_mtf,,8 GB,178 Degrees,16:9,,20 Watts,,,2,Yes,NVA32SFR1,,,,IR,,240 Volts,48 Watts,7 Feet,,,8 Milliseconds,,,,,,,,,80 x 52 x 13 cm; 5 Kilograms,,,,,,,
114,https://images-eu.ssl-images-amazon.com/images/I/41Q5zqyjWPL._SY300_SX300_QL70_ML2_.jpg,Karbonn,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",KJW32SKHD,2021,72.2 x 8 x 42.5 cm; 4.4 Kilograms,KJW32SKHD,1 GB,Android,"USB, HDMI",Mali-G31MP2,1366x768 Pixels,"1 LED TV, 2 Table Stand Base, 1 Wall Mounting Set, 4 Screws, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",1,LED,32 Inches,A+,"GIF, JPEG",,,"Mp3_audio, Wma",Sorround,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,No,India,4 kg 400 g,Karbonn 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design  ,4.4 out of 5 stars,"8,990",https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A03301052HG8ZJO86QMJ4&url=%2FKarbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less%2Fdp%2FB0B466C3G4%2Fref%3Dsr_1_92_sspa%3Fkeywords%3Dtv%26qid%3D1660812296%26sr%3D8-92-spons%26psc%3D1&qualifier=1660812296&id=8093922834385498&widgetName=sp_mtf,2 AAA batteries required. (included),8 GB,178 Degrees,16:09,3000:1,20 Watts,Yes,Manganese,2,Yes,KJW32SKHD,NTSC,"Prime Video, Inbuilt App Store, SonyLiv, Youtube, Hotstar, Android 9 (GOS), In-built Apps Store, Screen Sharing, Remote with Hotkeys, Movie Box | Supported Apps : Netflix",Navigation Keys for Easy Access,IR,High brightness,110 Volts,60 Watts,9 Feet,178 Degrees,"AVI, MPEG",8 Milliseconds,No,Android,60 Hz,,,,,,,,,,,,,
115,https://images-eu.ssl-images-amazon.com/images/I/51q8vYW6hhL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony,KD-43X75K,2022,97.1 x 7.7 x 57.5 cm; 8 Kilograms,KD-43X75K,,Android,"Ethernet, Composite Video, Bluetooth 5",X1 4K Processor,3840 x 2160 Pixels,"1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",1,LED,43 Inches,4K HDR,"TIFF, JPEG",3840 x 2160 pixels,Two channel linear,"Mp3_audio, Wma",Dolby Audio,AC,Yes,60 Hz,"Wi-Fi, USB, Ethernet, HDMI",Wall Mount & Table Mount,Yes,India,8 kg,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart LED Google TV KD-43X75K (Black) (2022 Model) | with Alexa Compatibility  ,4.8 out of 5 stars,"50,900",https://amazon.in/Sony-Bravia-inches-KD-43X75K-Compatibility/dp/B09WN49Y8F/ref=sr_1_93?keywords=tv&qid=1660812296&sr=8-93,2 AAA batteries required. (included),,178 Degrees,16:09,,20 Watts,Yes,Alkaline,2,Yes,Bravia,DVB-T,Google TV | Watchlist | Voice Search | Google Play | Chromecast | Netflix | Amazon Prime Video | Additional Features: Apple Airplay | Apple Homekit | Alexa,One Click Google Assistant | Youtube | Netflix | Youtube Music | Prime Video,"IR, Bluetooth",High Brightness,240 Volts,96 Watts,3 Feet,178 Degrees,"MPEG, AVI",,No,"Android Phone, Home theatre, IPhone",60 Hz,,,,,,,,,,,,,
116,https://images-eu.ssl-images-amazon.com/images/I/41ToYIT64SL._SX300_SY300_QL70_ML2_.jpg,EAirtec,eAirtec,43DJSMARTCloud,2022,102 x 14 x 65 cm; 4.5 Kilograms,43DJSMARTCloud,1 GB,Android,"USB, HDMI, Headphone",,3840x2160 Pixels,"1 LED TV, 1 Remote Controller, 1 Wall Mount",1,LED,43 Inches,LED,,3840 x 2160 pixels,,,2.0,Corded Electric,Yes,60 Hz,HDMI,Wall Mount,Yes,India,4 kg 500 g,eAirtec 109 cm (43 Inches) Cloud Series 4K Ultra HD Smart LED TV 43DJSMARTCloud (Black) (2022 Model) | With Voice Command Remote  ,3.8 out of 5 stars,"18,500",https://amazon.in/eAirtec-Inches-43DJSMARTCloud-Command-Remote/dp/B09NZZZ33Z/ref=sr_1_94?keywords=tv&qid=1660812296&sr=8-94,,8 GB,178 Degrees,16:9,4000:01,20 Watts,No,,2,Yes,Cloud Series,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,https://m.media-amazon.com/images/I/41Y+SwHCJzL._SX300_SY300_.jpg,AmazonBasics,"Veira Electronics Private Limited D-239, SEC-63, NOIDA (U.P.) 201305",AB50U20PS,2020,112.1 x 9.2 x 66 cm; 9.1 Kilograms,AB50U20PS,1.5 GB,FireOS,"USB, HDMI",MaliG31 MP2,3840x2160 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Converting cable",1,LED,50 Inches,LED,JPEG,3840 x 2160 pixels,Surround,"Dolby Digital, Dolby Digital + and Dolby Atmos, WMA, MP3_audio",Surround Sound,AC,No,60 Hz,Wi-Fi,Wall Mount,Yes,India,9 kg 100 g,AmazonBasics 127 cm (50 inches) 4K Ultra HD Smart LED Fire TV with Dolby Atmos and Dolby Vision (Black)  ,4.0 out of 5 stars,"31,499",https://amazon.in/AmazonBasics-127cm-inch-Ultra-Smart/dp/B087JYBBSR/ref=sr_1_95?keywords=tv&qid=1660812296&sr=8-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,https://images-eu.ssl-images-amazon.com/images/I/41dvZHrAhTL._SX300_SY300_QL70_ML2_.jpg,NVY,Reach NVY PVT Ltd,32 SMART TV,2022,,32 SMART TV,1 GB,Android,"Ethernet, HDMI, USB 2.0",,1366768 Pixels,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",1,LED,32 Inches,LED,,,Surround,"Mp3_audio, Wma",2,AC,No,60 Hz,"Wi-Fi, HDMI",Wall Mount,,India,5 kg,NVY 80 cm (32 inch) HD Ready Smart LED TV | NVA32SFR1 (Black) (2022 Model) with Android 9.0  ,4.4 out of 5 stars,"10,990",https://amazon.in/NVY-32-TV-NVA32SFR1-Android/dp/B09WDZNLN9/ref=sr_1_96?keywords=tv&qid=1660812296&sr=8-96,,8 GB,178 Degrees,16:9,,20 Watts,,,2,Yes,NVA32SFR1,,,,IR,,240 Volts,48 Watts,7 Feet,,,8 Milliseconds,,,,,,,,,80 x 52 x 13 cm; 5 Kilograms,,,,,,,
